iter	Logloss
406	0.148888479
407	0.1488145964
408	0.1487257188
409	0.1487046678
410	0.1486020903
411	0.1485326194
412	0.1484732461
413	0.14844792
414	0.1483814716
415	0.1483478585
416	0.1483265865
417	0.1482297113
418	0.1481341435
419	0.1480437078
420	0.1479788037
421	0.1479133645
422	0.1478188403
423	0.147732168
424	0.1476626663
425	0.1475669759
426	0.1475311954
427	0.1474526401
428	0.1473591837
429	0.1472968991
430	0.1472356309
431	0.1471330818
432	0.1470896059
433	0.1470233426
434	0.1469187402
435	0.1468700359
436	0.1467662425
437	0.1467376555
438	0.1466479081
439	0.14658316
440	0.1464994718
441	0.1464481382
442	0.1463518571
443	0.1462732762
444	0.1462266946
445	0.1461499088
446	0.1460658456
447	0.1460250473
448	0.1459929312
449	0.1458985338
450	0.1458490849
451	0.1457801571
452	0.1457313815
453	0.1456496987
454	0.1456209995
455	0.1455212143
456	0.1454722708
457	0.1454464175
458	0.1453922736
459	0.1453375903
460	0.1453031431
461	0.1451771972
462	0.1450962264
463	0.1450217051
464	0.1449638928
465	0.1448955075
466	0.1448289029
467	0.1447919124
468	0.1447327252
469	0.1447090691
470	0.1446392115
471	0.1445871324
472	0.1445685378
473	0.1445129288
474	0.1444070306
475	0.1443417704
476	0.1442467148
477	0.1442164107
478	0.1441099865
479	0.1440756801
480	0.1440274215
481	0.1439604211
482	0.1438966988
483	0.1438382708
484	0.1437843598
485	0.143747364
486	0.143702512
487	0.1436046729
488	0.14358315
489	0.1435073226
490	0.1434553651
491	0.1434205779
492	0.1433272259
493	0.1432929995
494	0.1432369207
495	0.1432191825
496	0.1431934793
497	0.143162223
498	0.1431197971
499	0.1430069896
500	0.1429530433
501	0.142864155
502	0.1428158957
503	0.1427462427
504	0.1426688143
505	0.1426403492
506	0.1426084148
507	0.142529612
508	0.1425090632
509	0.1424723055
510	0.1423841259
511	0.1423415227
512	0.1422892062
513	0.1422394635
514	0.1421697147
515	0.1420843681
516	0.1420214913
517	0.1419906628
518	0.1419055395
519	0.1418062549
520	0.1416980242
521	0.1416383964
522	0.1415979358
523	0.1415685793
524	0.1414839615
525	0.1414273319
526	0.1413538558
527	0.1413375651
528	0.1412803454
529	0.1412200638
530	0.1411775182
531	0.1411619554
532	0.1410887455
533	0.141033638
534	0.1409802361
535	0.1409462235
536	0.1408670935
537	0.1408088833
538	0.1407240186
539	0.1406987509
540	0.1406417124
541	0.1405681216
542	0.1405060411
543	0.1404183934
544	0.1403846974
545	0.1403090349
546	0.1402728525
547	0.1402192926
548	0.1401872477
549	0.1401605795
550	0.1400957658
551	0.1400231572
552	0.1399806661
553	0.1398756033
554	0.1398334789
555	0.1397361134
556	0.1396735102
557	0.1396149144
558	0.1395509652
559	0.1395254304
560	0.1394512519
561	0.1393565348
562	0.1392725975
563	0.1392446358
564	0.1391862384
565	0.1391298571
566	0.1390979211
567	0.1390424153
568	0.1390189444
569	0.1389519064
570	0.1388810405
571	0.1388661212
572	0.1387932751
573	0.1387057397
574	0.1386919737
575	0.1386620474
576	0.1386121777
577	0.1385021148
578	0.1384511772
579	0.138393121
580	0.1383176067
581	0.1382375587
582	0.1381906699
583	0.1381240867
584	0.1380770542
585	0.1380086584
586	0.137965522
587	0.1379245962
588	0.1378481797
589	0.1377786116
590	0.1377510814
591	0.1377347485
592	0.1376865664
593	0.1376459867
594	0.1375727908
595	0.1375463128
596	0.1374824049
597	0.1374014429
598	0.1373166733
599	0.1372553805
600	0.1372426171
601	0.1371779688
602	0.137152056
603	0.1370915757
604	0.1370473244
605	0.1370046281
606	0.1369644481
607	0.1368960092
608	0.1368502857
609	0.1367879791
610	0.1367351641
611	0.1366456763
612	0.1366281185
613	0.1366015799
614	0.1365393179
615	0.1364586052
616	0.1364040554
617	0.1363399594
618	0.1362873426
619	0.1362600859
620	0.1361902114
621	0.1361188795
622	0.1360337355
623	0.1360115411
624	0.13595627
625	0.1358865299
626	0.1358304699
627	0.1357671805
628	0.135713426
629	0.1356672827
630	0.1356467517
631	0.1355939321
632	0.1355687822
633	0.135509182
634	0.1354294539
635	0.135392938
636	0.1353665608
637	0.1352896148
638	0.1352437516
639	0.135181772
640	0.1351097673
641	0.1350609744
642	0.1349951151
643	0.1349663398
644	0.1349011122
645	0.1348427191
646	0.13481839
647	0.1347368516
648	0.1347135991
649	0.1346333222
650	0.1345775727
651	0.1344978309
652	0.1344738804
653	0.1344398292
654	0.134430173
655	0.1343855863
656	0.1343716946
657	0.1343336466
658	0.1343220115
659	0.1342674149
660	0.1342393798
661	0.1342317975
662	0.1341787269
663	0.1341387829
664	0.1341154311
665	0.1340353721
666	0.1339787612
667	0.1339129297
668	0.1338639359
669	0.1338024492
670	0.1337535801
671	0.1336916677
672	0.1336458978
673	0.1335983255
674	0.1335462128
675	0.1334792644
676	0.1334145671
677	0.1333724882
678	0.1333214683
679	0.1332860176
680	0.1332189706
681	0.1331844293
682	0.1331155038
683	0.1330113735
684	0.1329449437
685	0.1329176696
686	0.1328751615
687	0.1328288316
688	0.1327860854
689	0.1327330422
690	0.1326878596
691	0.1326707591
692	0.1326341658
693	0.1326098668
694	0.1325609193
695	0.1325368085
696	0.132488874
697	0.132436388
698	0.1324014366
699	0.1323452224
700	0.1323251724
701	0.1322853586
702	0.1322240718
703	0.1321832711
704	0.1321256477
705	0.1320657036
706	0.131959085
707	0.1319359613
708	0.1318701102
709	0.1318298112
710	0.1317906346
711	0.1317277651
712	0.1316555425
713	0.1316013033
714	0.1315787182
715	0.1315160323
716	0.1314345705
717	0.1313759255
718	0.1313509519
719	0.1313034562
720	0.1312547912
721	0.1312042555
722	0.1311600915
723	0.1310877424
724	0.1310403307
725	0.1309701722
726	0.1309448929
727	0.130920309
728	0.1308834798
729	0.1308285842
730	0.1307767136
731	0.1307194136
732	0.1306561301
733	0.1305888911
734	0.13056311
735	0.1305421936
736	0.1304484054
737	0.1303762115
738	0.1303618764
739	0.1302542166
740	0.1302020915
741	0.1301579528
742	0.1301119837
743	0.1300530563
744	0.129998673
745	0.1299533786
746	0.1298955814
747	0.1298548174
748	0.1298071074
749	0.1297123611
750	0.1296786271
751	0.1295978493
752	0.1295789058
753	0.1295332338
754	0.1294632873
755	0.129422633
756	0.129350972
757	0.1292490357
758	0.1292070427
759	0.1291300485
760	0.1290729009
761	0.1290313296
762	0.128990396
763	0.1289390545
764	0.1289040953
765	0.1288774565
766	0.1288327868
767	0.1287945213
768	0.128699686
769	0.1286614242
770	0.1286486287
771	0.1286119167
772	0.1285394746
773	0.1284808772
774	0.128456396
775	0.1284153528
776	0.1283372471
777	0.1282492151
778	0.1281958737
779	0.1281538759
780	0.1280851002
781	0.1280221864
782	0.1279853991
783	0.1279567798
784	0.1279136173
785	0.1278655413
786	0.1277921229
787	0.127732585
788	0.1276885996
789	0.127633904
790	0.1275967541
791	0.1275371115
792	0.1274761241
793	0.1274095232
794	0.1273584512
795	0.1273150468
796	0.1273032421
797	0.1272441256
798	0.1272010094
799	0.1271783209
800	0.127130211
801	0.1270486887
802	0.1270022772
803	0.1269484082
804	0.126923941
805	0.1268825434
806	0.12683897
807	0.1268015271
808	0.1267905028
809	0.1267443612
810	0.1266533462
811	0.1265664361
812	0.1265279986
813	0.1264659809
814	0.1264163926
815	0.1263955961
816	0.1263181951
817	0.1262671383
818	0.1262131065
819	0.1261513504
820	0.126115501
821	0.1260708177
822	0.1260273765
823	0.1259902303
824	0.125932796
825	0.1258797719
826	0.1258397757
827	0.1257941327
828	0.125749518
829	0.1257123899
830	0.125670131
831	0.1256300711
832	0.1255995628
833	0.1255374977
834	0.1254972302
835	0.125489206
836	0.1254618352
837	0.1253850768
838	0.1253452341
839	0.1252773105
840	0.1252187
841	0.1251774151
842	0.1251551105
843	0.1251353292
844	0.1250827343
845	0.125055327
846	0.1250160467
847	0.1249680757
848	0.1249290279
849	0.1249108929
850	0.1248735326
851	0.1248282546
852	0.1247537754
853	0.1247102802
854	0.1246569113
855	0.1245806248
856	0.124527481
857	0.124456031
858	0.1244181346
859	0.1243728347
860	0.1243449374
861	0.1243101291
862	0.1242674076
863	0.1242472818
864	0.1242008119
865	0.1241422533
866	0.1240745816
867	0.1240084793
868	0.1239650819
869	0.123917205
870	0.123884894
871	0.1238163865
872	0.1237770636
873	0.1237103047
874	0.123630091
875	0.1235992349
876	0.1235637282
877	0.1235411851
878	0.1235311034
879	0.1234941026
880	0.1234113838
881	0.1233810931
882	0.1233335068
883	0.1232977016
884	0.1232567963
885	0.1231983712
886	0.1231658963
887	0.1231450374
888	0.1231168412
889	0.1230476012
890	0.1229930496
891	0.1229344656
892	0.1228818055
893	0.122849331
894	0.1228421418
895	0.1228238291
896	0.1227889004
897	0.1227397251
898	0.1227068515
899	0.1226660692
900	0.1226238699
901	0.1225650923
902	0.1224842064
903	0.1224233123
904	0.1223764808
905	0.1223294773
906	0.1222938156
907	0.1222392434
908	0.1221558115
909	0.122116883
910	0.1221006986
911	0.1220432595
912	0.1220135988
913	0.1219946731
914	0.1219344759
915	0.1218686572
916	0.1218141448
917	0.1217736457
918	0.1217065503
919	0.1216897749
920	0.1216396928
921	0.1216159455
922	0.1215764671
923	0.1215474788
924	0.1214923269
925	0.12145613
926	0.1214148825
927	0.1213729809
928	0.1213288253
929	0.1212885417
930	0.1212253654
931	0.1211904366
932	0.1211262804
933	0.1210518565
934	0.1210232909
935	0.120991493
936	0.1209470194
937	0.1209164438
938	0.1208748886
939	0.120823759
940	0.1207661649
941	0.1207015333
942	0.1206454906
943	0.1206065624
944	0.1205384513
945	0.1205102467
946	0.1204728946
947	0.1204461843
948	0.1203995381
949	0.1203880289
950	0.120381197
951	0.1202937704
952	0.120252544
953	0.1201747617
954	0.1201279621
955	0.1201018635
956	0.1200395558
957	0.1200095915
958	0.1199967198
959	0.1199668347
960	0.1199427702
961	0.1199168962
962	0.1198794779
963	0.119865287
964	0.1198351174
965	0.1197921719
966	0.1197268333
967	0.1196780218
968	0.119621676
969	0.119550528
970	0.1195098851
971	0.1194754337
972	0.1194480993
973	0.119392709
974	0.1193690063
975	0.1193304444
976	0.1192869887
977	0.119231743
978	0.1191720116
979	0.1191339254
980	0.1190814631
981	0.1190231213
982	0.118960368
983	0.1189219076
984	0.1188616967
985	0.1188229433
986	0.1187989003
987	0.1187617299
988	0.1187114488
989	0.1186846031
990	0.1186394069
991	0.1185824803
992	0.1185523133
993	0.1184947098
994	0.1184429027
995	0.1183905618
996	0.1183481699
997	0.1182823949
998	0.1182305676
999	0.1181910707
